"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"210193","BERNARDO DO MEARIM","MA","2016","914","","2139841,00","","2341,18",""
"210197","BOA VISTA DO GURUPI","MA","2021","1474","","2694478","","1828,00",""
"210197","BOA VISTA DO GURUPI","MA","2013","1334","","3629516","","2720,78",""
"210197","BOA VISTA DO GURUPI","MA","2014","1412","","4116246","","2915,19",""
"210197","BOA VISTA DO GURUPI","MA","2019","1494","","4369929,00","","2924,99",""
"210197","BOA VISTA DO GURUPI","MA","2020","1473","","1577817,00","","1071,16",""
"210197","BOA VISTA DO GURUPI","MA","2017","1372","","4160140","","3032,17",""
"210197","BOA VISTA DO GURUPI","MA","2018","1531","","4261320","","2783,36",""
"210197","BOA VISTA DO GURUPI","MA","2016","1362","","4242503,00","","3114,91",""
"210197","BOA VISTA DO GURUPI","MA","2015","1348","","4114228","","3052,10",""
"210200","BOM JARDIM","MA","2016","5707","","13402960,00","","2348,51",""
"210200","BOM JARDIM","MA","2018","5644","","14684668","","2601,82",""
"210200","BOM JARDIM","MA","2020","5555","","5469700,00","","984,64",""
"210200","BOM JARDIM","MA","2015","6100","","13601160","","2229,70",""
"210200","BOM JARDIM","MA","2013","6333","","11304552","","1785,02",""
"210200","BOM JARDIM","MA","2021","5798","","9759934","","1683,33",""
"210200","BOM JARDIM","MA","2019","5227","","14855911,00","","2842,15",""
"210200","BOM JARDIM","MA","2014","6125","","13246838","","2162,75",""
"210200","BOM JARDIM","MA","2017","5655","","13717741","","2425,77",""
"210203","BOM JESUS DAS SELVAS","MA","2020","4870","","3419962,00","","702,25",""
"210203","BOM JESUS DAS SELVAS","MA","2017","5493","","12953944","","2358,26",""
"210203","BOM JESUS DAS SELVAS","MA","2021","4856","","4993416","","1028,30",""
"210203","BOM JESUS DAS SELVAS","MA","2013","4677","","9685448","","2070,87",""
"210203","BOM JESUS DAS SELVAS","MA","2014","4989","","11411904","","2287,41",""
"210203","BOM JESUS DAS SELVAS","MA","2019","4683","","11136648,00","","2378,10",""
"210203","BOM JESUS DAS SELVAS","MA","2016","5148","","12488933,00","","2425,98",""
"210203","BOM JESUS DAS SELVAS","MA","2018","5071","","12110029","","2388,09",""
"210203","BOM JESUS DAS SELVAS","MA","2015","4993","","11780271","","2359,36",""
"210207","BOM LUGAR","MA","2021","2565","","2682464","","1045,79",""
"210207","BOM LUGAR","MA","2016","1989","","3691372,00","","1855,89",""
"210207","BOM LUGAR","MA","2019","2258","","5178334,00","","2293,33",""
"210207","BOM LUGAR","MA","2015","2009","","3747980","","1865,59",""
"210207","BOM LUGAR","MA","2018","2414","","4932431","","2043,26",""
"210207","BOM LUGAR","MA","2017","2296","","4687680","","2041,67",""
"210207","BOM LUGAR","MA","2014","2204","","3856535","","1749,79",""
"210207","BOM LUGAR","MA","2020","2425","","1693721,00","","698,44",""
"210207","BOM LUGAR","MA","2013","2309","","3990694","","1728,32",""
"210210","BREJO","MA","2014","6938","","21017008","","3029,26",""
"210210","BREJO","MA","2020","6651","","8046709,00","","1209,85",""
"210210","BREJO","MA","2018","6917","","24292110","","3511,94",""
"210210","BREJO","MA","2015","6636","","22397093","","3375,09",""
"210210","BREJO","MA","2016","6486","","23335052,00","","3597,76",""
"210210","BREJO","MA","2021","6621","","14914261","","2252,57",""
"210210","BREJO","MA","2019","6574","","24425876,00","","3715,53",""
"210210","BREJO","MA","2017","6788","","23528146","","3466,14",""
"210210","BREJO","MA","2013","6518","","17553924","","2693,15",""
"210215","BREJO DE AREIA","MA","2013","1034","","2625264","","2538,94",""
"210215","BREJO DE AREIA","MA","2021","1740","","3209118","","1844,32",""
"210215","BREJO DE AREIA","MA","2019","1756","","5732101,00","","3264,29",""
"210215","BREJO DE AREIA","MA","2014","920","","2658338","","2889,50",""
"210215","BREJO DE AREIA","MA","2018","1750","","5175082","","2957,19",""
"210215","BREJO DE AREIA","MA","2015","874","","2615135","","2992,15",""
"210215","BREJO DE AREIA","MA","2020","1736","","1950377,00","","1123,49",""
"210215","BREJO DE AREIA","MA","2016","808","","2727425,00","","3375,53",""
"210215","BREJO DE AREIA","MA","2017","1347","","3325140","","2468,55",""
"210220","BURITI","MA","2019","5020","","14369444,00","","2862,44",""
"210220","BURITI","MA","2014","4944","","11674340","","2361,31",""
"210220","BURITI","MA","2017","4762","","11934757","","2506,25",""
"210220","BURITI","MA","2020","4989","","4461702,00","","894,31",""
"210220","BURITI","MA","2018","5027","","12622314","","2510,90",""
"210220","BURITI","MA","2015","4869","","11455991","","2352,84",""
"210220","BURITI","MA","2021","4988","","9270814","","1858,62",""
"210220","BURITI","MA","2013","4829","","11089112","","2296,36",""
"210220","BURITI","MA","2016","4760","","11994874,00","","2519,93",""
"210230","BURITI BRAVO","MA","2013","3775","","7694860","","2038,37",""
"210230","BURITI BRAVO","MA","2018","4040","","10155494","","2513,74",""
"210230","BURITI BRAVO","MA","2015","3879","","8782530","","2264,12",""
"210230","BURITI BRAVO","MA","2014","3760","","8617448","","2291,87",""
"210230","BURITI BRAVO","MA","2021","3987","","4417649","","1108,01",""
"210230","BURITI BRAVO","MA","2019","3815","","9715454,00","","2546,65",""
"210230","BURITI BRAVO","MA","2017","4059","","10111003","","2491,01",""
"210230","BURITI BRAVO","MA","2016","3950","","9526396,00","","2411,75",""
"210230","BURITI BRAVO","MA","2020","3999","","2810037,00","","702,68",""
"210232","BURITICUPU","MA","2013","8283","","14534838","","1754,78",""
"210232","BURITICUPU","MA","2019","6425","","14844452,00","","2310,42",""
"210232","BURITICUPU","MA","2016","7574","","15688154,00","","2071,32",""
"210232","BURITICUPU","MA","2021","7015","","6509861","","927,99",""
"210232","BURITICUPU","MA","2017","7182","","15630161","","2176,30",""
"210232","BURITICUPU","MA","2020","6782","","4308744,00","","635,32",""
"210232","BURITICUPU","MA","2015","7768","","15519588","","1997,89",""
"210232","BURITICUPU","MA","2018","6701","","15037227","","2244,03",""
"210232","BURITICUPU","MA","2014","7905","","15342708","","1940,89",""
"210235","BURITIRANA","MA","2015","2485","","6755988","","2718,71",""
"210235","BURITIRANA","MA","2016","2509","","7418703,00","","2956,84",""
"210235","BURITIRANA","MA","2020","2543","","2485916,00","","977,55",""
"210235","BURITIRANA","MA","2013","2326","","5217572","","2243,15",""
"210235","BURITIRANA","MA","2017","2690","","7850146","","2918,27",""
"210235","BURITIRANA","MA","2014","2488","","6457922","","2595,63",""
"210235","BURITIRANA","MA","2021","2536","","4466956","","1761,42",""
"210235","BURITIRANA","MA","2019","2471","","8077003,00","","3268,72",""
"210235","BURITIRANA","MA","2018","2660","","8145501","","3062,22",""
"210237","CACHOEIRA GRANDE","MA","2013","1738","","5761528","","3315,03",""
"210237","CACHOEIRA GRANDE","MA","2017","1936","","7203750","","3720,95",""
"210237","CACHOEIRA GRANDE","MA","2016","1686","","6552613,00","","3886,48",""
"210237","CACHOEIRA GRANDE","MA","2015","1628","","6084639","","3737,49",""
"210237","CACHOEIRA GRANDE","MA","2018","2097","","7693643","","3668,88",""
"210237","CACHOEIRA GRANDE","MA","2014","1616","","6297208","","3896,79",""
"210237","CACHOEIRA GRANDE","MA","2020","2014","","2903511,00","","1441,66",""
"210237","CACHOEIRA GRANDE","MA","2021","2029","","5436224","","2679,26",""
"210237","CACHOEIRA GRANDE","MA","2019","2043","","7874804,00","","3854,53",""
"210240","CAJAPIÓ","MA","2021","2064","","3558234","","1723,95",""
"210240","CAJAPIÓ","MA","2019","2005","","6045886,00","","3015,40",""
"210240","CAJAPIÓ","MA","2013","2109","","4490688","","2129,30",""
"210240","CAJAPIÓ","MA","2016","2258","","5973478,00","","2645,47",""
"210240","CAJAPIÓ","MA","2017","2161","","6054072","","2801,51",""
