NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;FUN_CAT_0;FUN_AI_CAT_0;FUN_AF_CAT_0;FUN_01_CAT_0;FUN_02_CAT_0;FUN_03_CAT_0;FUN_04_CAT_0;FUN_05_CAT_0;FUN_06_CAT_0;FUN_07_CAT_0;FUN_08_CAT_0;FUN_09_CAT_0;MED_CAT_0;MED_01_CAT_0;MED_02_CAT_0;MED_03_CAT_0;MED_04_CAT_0
2021;Sudeste;SP;3545001;Salesópolis;Rural;Total;9,6;2,1;12,1;0,0;0,0;0,0;5,0;4,2;20,8;8,7;8,1;10,0;5,6;3,8;7,4;6,2;--
2021;Sudeste;SP;3545001;Salesópolis;Total;Estadual;13,3;--;13,3;--;--;--;--;--;16,8;13,3;12,4;11,1;10,4;10,6;13,5;6,6;--
2021;Sudeste;SP;3545001;Salesópolis;Urbana;Estadual;13,8;--;13,8;--;--;--;--;--;14,9;15,0;13,8;11,7;12,5;13,4;16,1;6,8;--
2021;Sudeste;SP;3545001;Salesópolis;Rural;Estadual;12,1;--;12,1;--;--;--;--;--;20,8;8,7;8,1;10,0;5,6;3,8;7,4;6,2;--
2021;Sudeste;SP;3545001;Salesópolis;Total;Municipal;3,7;3,7;--;0,0;0,4;0,0;3,9;11,6;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545001;Salesópolis;Urbana;Municipal;3,9;3,9;--;0,0;0,5;0,0;3,8;12,3;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545001;Salesópolis;Rural;Municipal;2,1;2,1;--;0,0;0,0;0,0;5,0;4,2;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545001;Salesópolis;Total;Pública;8,2;3,7;13,3;0,0;0,4;0,0;3,9;11,6;16,8;13,3;12,4;11,1;10,4;10,6;13,5;6,6;--
2021;Sudeste;SP;3545001;Salesópolis;Urbana;Pública;7,9;3,9;13,8;0,0;0,5;0,0;3,8;12,3;14,9;15,0;13,8;11,7;12,5;13,4;16,1;6,8;--
2021;Sudeste;SP;3545001;Salesópolis;Rural;Pública;9,6;2,1;12,1;0,0;0,0;0,0;5,0;4,2;20,8;8,7;8,1;10,0;5,6;3,8;7,4;6,2;--
2021;Sudeste;SP;3545100;Salmourão;Total;Total;4,1;2,7;5,7;2,0;1,9;0,0;7,3;2,2;10,0;2,1;5,5;4,5;1,9;4,8;0,0;0,0;--
2021;Sudeste;SP;3545100;Salmourão;Urbana;Total;4,1;2,7;5,7;2,0;1,9;0,0;7,3;2,2;10,0;2,1;5,5;4,5;1,9;4,8;0,0;0,0;--
2021;Sudeste;SP;3545100;Salmourão;Total;Estadual;5,7;--;5,7;--;--;--;--;--;10,0;2,1;5,5;4,5;1,9;4,8;0,0;0,0;--
2021;Sudeste;SP;3545100;Salmourão;Urbana;Estadual;5,7;--;5,7;--;--;--;--;--;10,0;2,1;5,5;4,5;1,9;4,8;0,0;0,0;--
2021;Sudeste;SP;3545100;Salmourão;Total;Municipal;2,7;2,7;--;2,0;1,9;0,0;7,3;2,2;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545100;Salmourão;Urbana;Municipal;2,7;2,7;--;2,0;1,9;0,0;7,3;2,2;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545100;Salmourão;Total;Pública;4,1;2,7;5,7;2,0;1,9;0,0;7,3;2,2;10,0;2,1;5,5;4,5;1,9;4,8;0,0;0,0;--
2021;Sudeste;SP;3545100;Salmourão;Urbana;Pública;4,1;2,7;5,7;2,0;1,9;0,0;7,3;2,2;10,0;2,1;5,5;4,5;1,9;4,8;0,0;0,0;--
2021;Sudeste;SP;3545159;Saltinho;Total;Total;6,2;5,3;7,5;0,0;0,0;10,1;7,2;7,2;5,4;8,0;9,0;7,2;5,7;7,3;8,7;1,1;--
2021;Sudeste;SP;3545159;Saltinho;Urbana;Total;6,2;5,3;7,5;0,0;0,0;10,1;7,2;7,2;5,4;8,0;9,0;7,2;5,7;7,3;8,7;1,1;--
2021;Sudeste;SP;3545159;Saltinho;Total;Estadual;7,5;--;7,5;--;--;--;--;--;5,4;8,0;9,0;7,2;5,7;7,3;8,7;1,1;--
2021;Sudeste;SP;3545159;Saltinho;Urbana;Estadual;7,5;--;7,5;--;--;--;--;--;5,4;8,0;9,0;7,2;5,7;7,3;8,7;1,1;--
2021;Sudeste;SP;3545159;Saltinho;Total;Municipal;5,3;5,3;--;0,0;0,0;10,1;7,2;7,2;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545159;Saltinho;Urbana;Municipal;5,3;5,3;--;0,0;0,0;10,1;7,2;7,2;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545159;Saltinho;Total;Pública;6,2;5,3;7,5;0,0;0,0;10,1;7,2;7,2;5,4;8,0;9,0;7,2;5,7;7,3;8,7;1,1;--
2021;Sudeste;SP;3545159;Saltinho;Urbana;Pública;6,2;5,3;7,5;0,0;0,0;10,1;7,2;7,2;5,4;8,0;9,0;7,2;5,7;7,3;8,7;1,1;--
2021;Sudeste;SP;3545209;Salto;Total;Total;4,0;1,5;7,2;0,4;0,7;0,9;2,2;3,4;5,5;7,7;7,0;8,5;8,4;10,1;7,9;6,5;--
2021;Sudeste;SP;3545209;Salto;Urbana;Total;4,0;1,5;7,2;0,4;0,7;0,9;2,2;3,4;5,5;7,7;7,0;8,5;8,4;10,1;7,9;6,5;--
2021;Sudeste;SP;3545209;Salto;Total;Federal;--;--;--;--;--;--;--;--;--;--;--;--;3,1;3,8;4,1;1,3;--
2021;Sudeste;SP;3545209;Salto;Urbana;Federal;--;--;--;--;--;--;--;--;--;--;--;--;3,1;3,8;4,1;1,3;--
2021;Sudeste;SP;3545209;Salto;Total;Estadual;6,2;1,7;8,5;0,2;1,0;1,1;2,7;3,4;6,5;9,5;8,1;9,7;9,7;11,5;9,2;7,6;--
2021;Sudeste;SP;3545209;Salto;Urbana;Estadual;6,2;1,7;8,5;0,2;1,0;1,1;2,7;3,4;6,5;9,5;8,1;9,7;9,7;11,5;9,2;7,6;--
2021;Sudeste;SP;3545209;Salto;Total;Municipal;1,9;1,7;5,2;0,2;0,7;1,1;2,6;4,4;6,3;1,9;7,0;7,7;--;--;--;--;--
2021;Sudeste;SP;3545209;Salto;Urbana;Municipal;1,9;1,7;5,2;0,2;0,7;1,1;2,6;4,4;6,3;1,9;7,0;7,7;--;--;--;--;--
2021;Sudeste;SP;3545209;Salto;Total;Privada;0,9;0,4;1,5;1,1;0,4;0,0;0,0;0,4;1,0;1,3;2,2;1,6;1,7;1,8;1,0;2,5;--
2021;Sudeste;SP;3545209;Salto;Urbana;Privada;0,9;0,4;1,5;1,1;0,4;0,0;0,0;0,4;1,0;1,3;2,2;1,6;1,7;1,8;1,0;2,5;--
2021;Sudeste;SP;3545209;Salto;Total;Pública;4,7;1,7;8,4;0,2;0,8;1,1;2,6;4,0;6,5;9,2;8,0;9,7;9,3;11,1;8,9;7,1;--
2021;Sudeste;SP;3545209;Salto;Urbana;Pública;4,7;1,7;8,4;0,2;0,8;1,1;2,6;4,0;6,5;9,2;8,0;9,7;9,3;11,1;8,9;7,1;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Total;Total;5,3;2,2;9,3;0,3;0,5;1,1;2,9;6,4;9,2;8,6;10,0;9,3;9,6;10,8;10,0;7,7;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Urbana;Total;5,5;2,3;9,3;0,4;0,5;1,3;2,4;7,2;9,2;8,6;10,0;9,3;9,6;10,8;10,0;7,7;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Rural;Total;1,8;1,8;--;0,0;0,0;0,0;6,5;1,3;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Total;Estadual;8,8;0,8;10,0;0,0;0,0;0,0;3,7;0,0;11,2;8,1;10,9;9,7;9,9;10,7;10,7;8,0;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Urbana;Estadual;10,0;--;10,0;--;--;--;--;--;11,2;8,1;10,9;9,7;9,9;10,7;10,7;8,0;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Rural;Estadual;0,8;0,8;--;0,0;0,0;0,0;3,7;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Total;Municipal;3,6;2,6;9,3;0,4;0,4;1,2;3,2;7,7;5,1;13,5;9,6;9,3;--;--;--;--;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Urbana;Municipal;3,6;2,5;9,3;0,4;0,4;1,2;2,7;7,8;5,1;13,5;9,6;9,3;--;--;--;--;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Rural;Municipal;4,0;4,0;--;0,0;0,0;0,0;13,0;5,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Total;Privada;1,4;0,9;2,4;0,0;1,2;1,6;0,0;1,8;0,0;2,4;2,4;4,9;5,7;11,1;0,0;3,6;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Urbana;Privada;1,4;0,9;2,4;0,0;1,2;1,6;0,0;1,8;0,0;2,4;2,4;4,9;5,7;11,1;0,0;3,6;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Total;Pública;5,7;2,4;9,8;0,4;0,4;1,0;3,3;6,9;9,9;9,1;10,6;9,6;9,9;10,7;10,7;8,0;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Urbana;Pública;6,0;2,5;9,8;0,4;0,4;1,2;2,7;7,8;9,9;9,1;10,6;9,6;9,9;10,7;10,7;8,0;--
2021;Sudeste;SP;3545308;Salto de Pirapora;Rural;Pública;1,8;1,8;--;0,0;0,0;0,0;6,5;1,3;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545407;Salto Grande;Total;Total;7,1;2,9;12,4;0,0;0,0;1,0;4,5;9,2;9,3;17,2;12,0;10,1;11,2;12,5;13,6;7,9;--
2021;Sudeste;SP;3545407;Salto Grande;Urbana;Total;7,1;2,9;12,4;0,0;0,0;1,0;4,5;9,2;9,3;17,2;12,0;10,1;11,2;12,5;13,6;7,9;--
2021;Sudeste;SP;3545407;Salto Grande;Total;Estadual;12,4;--;12,4;--;--;--;--;--;9,3;17,2;12,0;10,1;11,2;12,5;13,6;7,9;--
2021;Sudeste;SP;3545407;Salto Grande;Urbana;Estadual;12,4;--;12,4;--;--;--;--;--;9,3;17,2;12,0;10,1;11,2;12,5;13,6;7,9;--
2021;Sudeste;SP;3545407;Salto Grande;Total;Municipal;2,9;2,9;--;0,0;0,0;1,0;4,5;9,2;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545407;Salto Grande;Urbana;Municipal;2,9;2,9;--;0,0;0,0;1,0;4,5;9,2;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545407;Salto Grande;Total;Pública;7,1;2,9;12,4;0,0;0,0;1,0;4,5;9,2;9,3;17,2;12,0;10,1;11,2;12,5;13,6;7,9;--
2021;Sudeste;SP;3545407;Salto Grande;Urbana;Pública;7,1;2,9;12,4;0,0;0,0;1,0;4,5;9,2;9,3;17,2;12,0;10,1;11,2;12,5;13,6;7,9;--
2021;Sudeste;SP;3545506;Sandovalina;Total;Total;7,7;3,3;13,3;0,0;1,7;0,0;6,7;6,3;8,5;14,3;11,8;20,0;8,9;5,4;10,3;10,4;--
2021;Sudeste;SP;3545506;Sandovalina;Urbana;Total;7,7;3,3;13,3;0,0;1,7;0,0;6,7;6,3;8,5;14,3;11,8;20,0;8,9;5,4;10,3;10,4;--
2021;Sudeste;SP;3545506;Sandovalina;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;8,9;5,4;10,3;10,4;--
2021;Sudeste;SP;3545506;Sandovalina;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;8,9;5,4;10,3;10,4;--
2021;Sudeste;SP;3545506;Sandovalina;Total;Municipal;7,7;3,3;13,3;0,0;1,7;0,0;6,7;6,3;8,5;14,3;11,8;20,0;--;--;--;--;--
2021;Sudeste;SP;3545506;Sandovalina;Urbana;Municipal;7,7;3,3;13,3;0,0;1,7;0,0;6,7;6,3;8,5;14,3;11,8;20,0;--;--;--;--;--
2021;Sudeste;SP;3545506;Sandovalina;Total;Pública;7,7;3,3;13,3;0,0;1,7;0,0;6,7;6,3;8,5;14,3;11,8;20,0;8,9;5,4;10,3;10,4;--
2021;Sudeste;SP;3545506;Sandovalina;Urbana;Pública;7,7;3,3;13,3;0,0;1,7;0,0;6,7;6,3;8,5;14,3;11,8;20,0;8,9;5,4;10,3;10,4;--
2021;Sudeste;SP;3545605;Santa Adélia;Total;Total;4,5;1,3;8,0;0,0;0,6;0,0;3,1;2,5;3,8;6,7;12,4;9,3;14,2;13,6;16,7;12,5;--
2021;Sudeste;SP;3545605;Santa Adélia;Urbana;Total;4,5;1,3;8,0;0,0;0,6;0,0;3,1;2,5;3,8;6,7;12,4;9,3;14,2;13,6;16,7;12,5;--
2021;Sudeste;SP;3545605;Santa Adélia;Total;Estadual;9,4;--;9,4;--;--;--;--;--;6,0;13,2;11,8;8,2;15,9;16,0;17,3;14,4;--
2021;Sudeste;SP;3545605;Santa Adélia;Urbana;Estadual;9,4;--;9,4;--;--;--;--;--;6,0;13,2;11,8;8,2;15,9;16,0;17,3;14,4;--
2021;Sudeste;SP;3545605;Santa Adélia;Total;Municipal;4,2;1,4;8,5;0,0;0,7;0,0;3,6;2,9;3,7;5,6;13,9;11,1;--;--;--;--;--
2021;Sudeste;SP;3545605;Santa Adélia;Urbana;Municipal;4,2;1,4;8,5;0,0;0,7;0,0;3,6;2,9;3,7;5,6;13,9;11,1;--;--;--;--;--
2021;Sudeste;SP;3545605;Santa Adélia;Total;Privada;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;10,0;0,0;--
2021;Sudeste;SP;3545605;Santa Adélia;Urbana;Privada;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;10,0;0,0;--
2021;Sudeste;SP;3545605;Santa Adélia;Total;Pública;5,0;1,4;8,8;0,0;0,7;0,0;3,6;2,9;4,4;7,4;13,3;9,9;15,9;16,0;17,3;14,4;--
2021;Sudeste;SP;3545605;Santa Adélia;Urbana;Pública;5,0;1,4;8,8;0,0;0,7;0,0;3,6;2,9;4,4;7,4;13,3;9,9;15,9;16,0;17,3;14,4;--
2021;Sudeste;SP;3545704;Santa Albertina;Total;Total;4,3;1,9;7,5;0,0;0,0;1,5;1,3;8,1;6,0;10,2;5,0;9,5;7,3;3,0;11,3;8,5;--
2021;Sudeste;SP;3545704;Santa Albertina;Urbana;Total;4,3;1,9;7,5;0,0;0,0;1,5;1,3;8,1;6,0;10,2;5,0;9,5;7,3;3,0;11,3;8,5;--
2021;Sudeste;SP;3545704;Santa Albertina;Total;Estadual;7,5;--;7,5;--;--;--;--;--;6,0;10,2;5,0;9,5;7,3;3,0;11,3;8,5;--
2021;Sudeste;SP;3545704;Santa Albertina;Urbana;Estadual;7,5;--;7,5;--;--;--;--;--;6,0;10,2;5,0;9,5;7,3;3,0;11,3;8,5;--
2021;Sudeste;SP;3545704;Santa Albertina;Total;Municipal;1,9;1,9;--;0,0;0,0;1,5;1,3;8,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545704;Santa Albertina;Urbana;Municipal;1,9;1,9;--;0,0;0,0;1,5;1,3;8,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545704;Santa Albertina;Total;Pública;4,3;1,9;7,5;0,0;0,0;1,5;1,3;8,1;6,0;10,2;5,0;9,5;7,3;3,0;11,3;8,5;--
2021;Sudeste;SP;3545704;Santa Albertina;Urbana;Pública;4,3;1,9;7,5;0,0;0,0;1,5;1,3;8,1;6,0;10,2;5,0;9,5;7,3;3,0;11,3;8,5;--
2021;Sudeste;SP;3545803;Santa Bárbara d'Oeste;Total;Total;3,1;1,3;5,7;0,2;0,4;0,7;2,4;2,7;3,5;6,1;5,9;7,3;8,9;10,2;8,4;7,9;--
2021;Sudeste;SP;3545803;Santa Bárbara d'Oeste;Urbana;Total;3,1;1,3;5,7;0,2;0,4;0,7;2,4;2,7;3,5;6,1;5,9;7,3;8,9;10,2;8,4;7,9;--
2021;Sudeste;SP;3545803;Santa Bárbara d'Oeste;Total;Estadual;5,6;1,8;6,4;0,7;0,0;1,8;2,9;3,5;4,1;6,8;6,8;8,0;9,5;10,9;9,1;8,4;--
2021;Sudeste;SP;3545803;Santa Bárbara d'Oeste;Urbana;Estadual;5,6;1,8;6,4;0,7;0,0;1,8;2,9;3,5;4,1;6,8;6,8;8,0;9,5;10,9;9,1;8,4;--
2021;Sudeste;SP;3545803;Santa Bárbara d'Oeste;Total;Municipal;1,3;1,3;--;0,1;0,4;0,4;2,6;2,9;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545803;Santa Bárbara d'Oeste;Urbana;Municipal;1,3;1,3;--;0,1;0,4;0,4;2,6;2,9;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3545803;Santa Bárbara d'Oeste;Total;Privada;0,8;0,6;1,2;0,3;0,6;0,9;0,3;1,0;0,0;2,0;0,4;2,6;1,3;1,3;0,6;2,4;--
2021;Sudeste;SP;3545803;Santa Bárbara d'Oeste;Urbana;Privada;0,8;0,6;1,2;0,3;0,6;0,9;0,3;1,0;0,0;2,0;0,4;2,6;1,3;1,3;0,6;2,4;--
2021;Sudeste;SP;3545803;Santa Bárbara d'Oeste;Total;Pública;3,5;1,4;6,4;0,2;0,3;0,6;2,7;3,0;4,1;6,8;6,8;8,0;9,5;10,9;9,1;8,4;--
2021;Sudeste;SP;3545803;Santa Bárbara d'Oeste;Urbana;Pública;3,5;1,4;6,4;0,2;0,3;0,6;2,7;3,0;4,1;6,8;6,8;8,0;9,5;10,9;9,1;8,4;--
2021;Sudeste;SP;3546009;Santa Branca;Total;Total;13,0;5,4;22,2;0,0;0,0;0,0;10,2;12,9;17,6;23,9;24,4;22,3;24,9;29,0;31,3;10,5;--
2021;Sudeste;SP;3546009;Santa Branca;Urbana;Total;13,5;5,5;22,2;0,0;0,0;0,0;10,2;13,4;17,6;23,9;24,4;22,3;24,9;29,0;31,3;10,5;--
2021;Sudeste;SP;3546009;Santa Branca;Rural;Total;4,3;4,3;--;0,0;0,0;0,0;9,5;9,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546009;Santa Branca;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;24,9;29,0;31,3;10,5;--
2021;Sudeste;SP;3546009;Santa Branca;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;24,9;29,0;31,3;10,5;--
2021;Sudeste;SP;3546009;Santa Branca;Total;Municipal;13,3;5,6;22,2;0,0;0,0;0,0;10,8;13,0;17,6;23,9;24,4;22,3;--;--;--;--;--
2021;Sudeste;SP;3546009;Santa Branca;Urbana;Municipal;13,9;5,8;22,2;0,0;0,0;0,0;10,9;13,5;17,6;23,9;24,4;22,3;--;--;--;--;--
2021;Sudeste;SP;3546009;Santa Branca;Rural;Municipal;4,3;4,3;--;0,0;0,0;0,0;9,5;9,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546009;Santa Branca;Total;Privada;2,0;2,0;--;0,0;0,0;0,0;0,0;11,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546009;Santa Branca;Urbana;Privada;2,0;2,0;--;0,0;0,0;0,0;0,0;11,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546009;Santa Branca;Total;Pública;13,3;5,6;22,2;0,0;0,0;0,0;10,8;13,0;17,6;23,9;24,4;22,3;24,9;29,0;31,3;10,5;--
2021;Sudeste;SP;3546009;Santa Branca;Urbana;Pública;13,9;5,8;22,2;0,0;0,0;0,0;10,9;13,5;17,6;23,9;24,4;22,3;24,9;29,0;31,3;10,5;--
2021;Sudeste;SP;3546009;Santa Branca;Rural;Pública;4,3;4,3;--;0,0;0,0;0,0;9,5;9,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546108;Santa Clara d'Oeste;Total;Total;4,6;2,6;7,1;0,0;0,0;0,0;6,3;6,1;7,7;7,9;3,0;10,0;3,7;4,5;8,3;0,0;--
2021;Sudeste;SP;3546108;Santa Clara d'Oeste;Urbana;Total;4,6;2,6;7,1;0,0;0,0;0,0;6,3;6,1;7,7;7,9;3,0;10,0;3,7;4,5;8,3;0,0;--
2021;Sudeste;SP;3546108;Santa Clara d'Oeste;Total;Estadual;7,1;--;7,1;--;--;--;--;--;7,7;7,9;3,0;10,0;3,7;4,5;8,3;0,0;--
2021;Sudeste;SP;3546108;Santa Clara d'Oeste;Urbana;Estadual;7,1;--;7,1;--;--;--;--;--;7,7;7,9;3,0;10,0;3,7;4,5;8,3;0,0;--
2021;Sudeste;SP;3546108;Santa Clara d'Oeste;Total;Municipal;2,6;2,6;--;0,0;0,0;0,0;6,3;6,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546108;Santa Clara d'Oeste;Urbana;Municipal;2,6;2,6;--;0,0;0,0;0,0;6,3;6,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546108;Santa Clara d'Oeste;Total;Pública;4,6;2,6;7,1;0,0;0,0;0,0;6,3;6,1;7,7;7,9;3,0;10,0;3,7;4,5;8,3;0,0;--
2021;Sudeste;SP;3546108;Santa Clara d'Oeste;Urbana;Pública;4,6;2,6;7,1;0,0;0,0;0,0;6,3;6,1;7,7;7,9;3,0;10,0;3,7;4,5;8,3;0,0;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Total;Total;8,4;3,8;13,7;0,0;0,0;3,9;5,8;9,3;14,0;10,4;21,3;7,5;14,3;14,3;17,9;9,7;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Urbana;Total;9,0;3,7;13,7;0,0;0,0;2,3;5,1;12,9;14,0;10,4;21,3;7,5;14,3;14,3;17,9;9,7;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Rural;Total;4,0;4,0;--;0,0;0,0;14,3;7,7;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Total;Estadual;13,7;--;13,7;--;--;--;--;--;14,0;10,4;21,3;7,5;14,3;14,3;17,9;9,7;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Urbana;Estadual;13,7;--;13,7;--;--;--;--;--;14,0;10,4;21,3;7,5;14,3;14,3;17,9;9,7;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Total;Municipal;3,8;3,8;--;0,0;0,0;3,9;5,8;9,3;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Urbana;Municipal;3,7;3,7;--;0,0;0,0;2,3;5,1;12,9;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Rural;Municipal;4,0;4,0;--;0,0;0,0;14,3;7,7;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Total;Pública;8,4;3,8;13,7;0,0;0,0;3,9;5,8;9,3;14,0;10,4;21,3;7,5;14,3;14,3;17,9;9,7;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Urbana;Pública;9,0;3,7;13,7;0,0;0,0;2,3;5,1;12,9;14,0;10,4;21,3;7,5;14,3;14,3;17,9;9,7;--
2021;Sudeste;SP;3546207;Santa Cruz da Conceição;Rural;Pública;4,0;4,0;--;0,0;0,0;14,3;7,7;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546256;Santa Cruz da Esperança;Total;Total;4,4;3,9;5,0;3,0;0,0;2,8;5,9;7,1;0,0;14,3;0,0;7,4;18,8;20,0;21,7;13,6;--
2021;Sudeste;SP;3546256;Santa Cruz da Esperança;Urbana;Total;4,4;3,9;5,0;3,0;0,0;2,8;5,9;7,1;0,0;14,3;0,0;7,4;18,8;20,0;21,7;13,6;--
2021;Sudeste;SP;3546256;Santa Cruz da Esperança;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;18,8;20,0;21,7;13,6;--
2021;Sudeste;SP;3546256;Santa Cruz da Esperança;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;18,8;20,0;21,7;13,6;--
2021;Sudeste;SP;3546256;Santa Cruz da Esperança;Total;Municipal;4,4;3,9;5,0;3,0;0,0;2,8;5,9;7,1;0,0;14,3;0,0;7,4;--;--;--;--;--
2021;Sudeste;SP;3546256;Santa Cruz da Esperança;Urbana;Municipal;4,4;3,9;5,0;3,0;0,0;2,8;5,9;7,1;0,0;14,3;0,0;7,4;--;--;--;--;--
2021;Sudeste;SP;3546256;Santa Cruz da Esperança;Total;Pública;4,4;3,9;5,0;3,0;0,0;2,8;5,9;7,1;0,0;14,3;0,0;7,4;18,8;20,0;21,7;13,6;--
2021;Sudeste;SP;3546256;Santa Cruz da Esperança;Urbana;Pública;4,4;3,9;5,0;3,0;0,0;2,8;5,9;7,1;0,0;14,3;0,0;7,4;18,8;20,0;21,7;13,6;--
2021;Sudeste;SP;3546306;Santa Cruz das Palmeiras;Total;Total;3,0;0,9;5,4;0,0;0,9;0,3;1,5;1,8;2,5;3,1;4,3;11,3;12,2;12,7;14,0;9,3;--
2021;Sudeste;SP;3546306;Santa Cruz das Palmeiras;Urbana;Total;3,0;0,9;5,4;0,0;0,9;0,3;1,5;1,8;2,5;3,1;4,3;11,3;12,2;12,7;14,0;9,3;--
2021;Sudeste;SP;3546306;Santa Cruz das Palmeiras;Total;Estadual;6,0;--;6,0;--;--;--;--;--;2,8;3,5;4,6;12,5;14,0;14,3;15,9;10,8;--
2021;Sudeste;SP;3546306;Santa Cruz das Palmeiras;Urbana;Estadual;6,0;--;6,0;--;--;--;--;--;2,8;3,5;4,6;12,5;14,0;14,3;15,9;10,8;--
2021;Sudeste;SP;3546306;Santa Cruz das Palmeiras;Total;Municipal;0,9;0,9;--;0,0;0,9;0,3;1,3;1,9;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546306;Santa Cruz das Palmeiras;Urbana;Municipal;0,9;0,9;--;0,0;0,9;0,3;1,3;1,9;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3546306;Santa Cruz das Palmeiras;Total;Privada;0,3;0,6;0,0;0,0;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;2,0;--
2021;Sudeste;SP;3546306;Santa Cruz das Palmeiras;Urbana;Privada;0,3;0,6;0,0;0,0;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;2,0;--
2021;Sudeste;SP;3546306;Santa Cruz das Palmeiras;Total;Pública;3,3;0,9;6,0;0,0;0,9;0,3;1,3;1,9;2,8;3,5;4,6;12,5;14,0;14,3;15,9;10,8;--
2021;Sudeste;SP;3546306;Santa Cruz das Palmeiras;Urbana;Pública;3,3;0,9;6,0;0,0;0,9;0,3;1,3;1,9;2,8;3,5;4,6;12,5;14,0;14,3;15,9;10,8;--
2021;Sudeste;SP;3546405;Santa Cruz do Rio Pardo;Total;Total;2,5;0,7;4,7;0,0;0,4;0,3;0,6;2,3;3,5;4,9;4,8;6,0;10,0;9,2;8,7;12,6;--
2021;Sudeste;SP;3546405;Santa Cruz do Rio Pardo;Urbana;Total;2,5;0,7;4,7;0,0;0,4;0,3;0,6;2,3;3,5;4,9;4,8;6,0;9,2;7,8;8,5;12,2;--
